CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned,AgeGroup,BalanceGroup,TenureGroup,SalaryGroup,Cluster,ChurnProbability,PredictedChurn,RiskCategory,BalanceScore,SalaryScore,TenureScore,PointsScore,CustomerValueScore,EstimatedCustomerValue,RevenueAtRisk
741,France,Female,64,2,69311.16,1,1,1,59237.72,0,0,1,GOLD,384,60+,Medium,New,Medium,1,0.18307514,0,Low Risk,0.2762522424941537,0.2961997371101153,0.2,0.384,0.2777608181306961,16453.917571397098,3012.3032629319837
738,France,Male,26,9,0.0,2,1,1,48644.94,0,0,1,PLATINUM,524,18-30,No Balance,Very Long,Low,3,0.009268823,0,Low Risk,0.0,0.24323384559259428,0.9,0.524,0.3053701536777783,14854.712803446306,137.68570369097762
586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0,0,1,SILVER,825,31-40,Medium,Very Long,High,3,0.07114925,0,Low Risk,0.2668361086367776,0.7038216136926748,1.0,0.825,0.6003809275625135,84509.03699419966,6012.75460035956
627,France,Female,57,9,0.0,2,1,1,107712.42,0,0,2,PLATINUM,333,51-60,No Balance,Very Long,High,1,0.14898594,0,Low Risk,0.0,0.5385823506963862,0.9,0.333,0.37487470520891586,40378.661694838935,6015.852868547572
551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,0,1,SILVER,716,60+,High,New,Very High,1,0.023965698,0,Low Risk,0.5118042548669861,0.9086278144058216,0.2,0.716,0.5889100462685409,107015.98569216051,2564.7127942706397
606,Germany,Male,38,3,99897.53,1,0,0,37054.65,0,0,5,PLATINUM,226,31-40,Medium,Medium,Low,2,0.331311,0,Medium Risk,0.3981597867086194,0.18528021653614177,0.3,0.226,0.2974479796442903,11021.830778926302,3651.6537771968524
674,France,Male,22,3,0.0,1,1,1,173940.59,0,0,4,PLATINUM,269,18-30,No Balance,Medium,Very High,0,0.06450016,0,Low Risk,0.0,0.8697356520605174,0.3,0.269,0.3478206956181552,60500.13701003233,3902.2685171690073
584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0,0,5,DIAMOND,445,31-40,Very High,Long,Medium,2,0.18707174,0,Low Risk,0.608304112637924,0.49651266887634976,0.6,0.445,0.5567754457180745,55287.133629269934,10342.660287640041
590,France,Male,40,8,0.0,2,1,0,62933.03,0,0,4,GOLD,741,31-40,No Balance,Long,Medium,3,0.022348486,0,Low Risk,0.0,0.3146769818545177,0.8,0.741,0.32850309455635535,20673.695104807946,462.02578561806894
585,France,Male,56,4,138227.19,2,1,1,55287.84,0,0,4,GOLD,708,51-60,High,Medium,Medium,1,0.13566,0,Low Risk,0.5509296224614544,0.27644959450475337,0.4,0.708,0.45410672733600776,25106.580083876823,3405.95865417873
508,France,Female,25,2,111395.53,1,0,1,48197.06,0,0,5,PLATINUM,337,18-30,High,New,Low,0,0.0344401,0,Low Risk,0.443987158292038,0.24099436138798816,0.2,0.337,0.32359317173321167,15596.239513615907,537.1360484728832
458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0,0,5,DIAMOND,466,41-50,Medium,Long,Very High,2,0.41899854,0,Medium Risk,0.3363380327048325,0.8932472360960773,0.7,0.466,0.5891093839107562,105240.10861043556,44095.45185721393
692,France,Female,36,3,0.0,2,1,1,8282.22,0,0,5,SILVER,767,31-40,No Balance,Medium,Low,3,0.034109913,0,Low Risk,0.0,0.04141265711590755,0.3,0.767,0.14912379713477225,1235.0760951055533,42.128338152430146
502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0,0,5,DIAMOND,419,31-40,Very High,Medium,Low,2,0.04626589,0,Low Risk,0.6961936218805014,0.16650906074068383,0.5,0.419,0.4703301669744057,15662.257945141215,724.6283032415295
518,France,Male,46,3,0.0,2,1,0,76515.79,0,0,2,PLATINUM,583,41-50,No Balance,Medium,Medium,3,0.08018764,0,Low Risk,0.0,0.3825933355094151,0.3,0.583,0.2330780006528245,17834.14735157138,1430.0781875347593
660,Germany,Male,46,5,109019.65,2,1,1,33680.56,0,0,3,SILVER,603,41-50,High,Medium,Low,0,0.3102599,0,Medium Risk,0.4345176561527431,0.16840913218337009,0.5,0.603,0.3846298021161083,12954.547127959711,4019.276496466067
698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1,1,4,GOLD,866,51-60,High,New,Very High,2,0.8684356,1,High Risk,0.43008199066003255,0.844463701835189,0.1,0.866,0.5319719068145697,89842.81492332909,78022.69888363025
678,France,Male,54,7,128914.97,1,0,0,191746.23,1,1,2,SILVER,323,51-60,High,Long,Very High,2,0.84939414,1,High Risk,0.51381407487,0.9587671996467068,0.7,0.323,0.665455789842012,127598.63893387812,108381.53618241192
773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0,0,4,DIAMOND,960,60+,High,Very Long,Medium,1,0.1325613,0,Low Risk,0.4431274466856244,0.4654726017698265,0.9,0.96,0.5928927592051977,55192.991705026245,7316.454731307495
619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0,0,1,SILVER,621,51-60,High,Long,Low,2,0.8427974,1,High Risk,0.4946196680891433,0.11952709421874262,0.8,0.621,0.45580599550128015,10895.82353558026,9182.971746645851
684,Germany,Male,59,9,122471.09,1,0,1,15807.07,0,0,3,PLATINUM,605,51-60,High,Very Long,Low,1,0.4116436,0,Medium Risk,0.48813081837330846,0.07903832184090122,0.9,0.605,0.4594638239015938,7262.7768268801665,2989.6755990135284
635,France,Male,34,3,134692.4,2,1,1,83773.02,0,0,4,PLATINUM,246,31-40,High,Medium,Medium,0,0.033511374,0,Low Risk,0.5368410736008393,0.418880849919957,0.3,0.246,0.4250006844163229,35603.59083562231,1193.1252482355117
680,France,Female,25,4,123816.5,1,1,1,90162.35,0,0,2,GOLD,546,18-30,High,Medium,Medium,0,0.049558412,0,Low Risk,0.4934931947867758,0.45082870115916357,0.4,0.546,0.4672458882624594,42127.98731358076,2087.7961520172084
608,Germany,Male,34,3,106288.54,1,1,1,36639.25,0,0,3,SILVER,388,31-40,High,Medium,Low,0,0.22170614,0,Low Risk,0.42363232019821273,0.18320313843800526,0.3,0.388,0.3232138696106867,11842.313772133353,2625.5136750885254
603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1,1,4,SILVER,301,51-60,High,Long,High,2,0.8364132,1,High Risk,0.5090642579224098,0.6973717711785962,0.7,0.301,0.5829372345225428,81301.73728472031,68001.84624787222
579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1,1,2,GOLD,783,41-50,High,New,Very High,0,0.1180299,0,Low Risk,0.5812870875182828,0.9920491510480793,0.2,0.783,0.648429580321737,128649.96551393799,15184.542564613548
756,Germany,Female,34,2,148200.72,1,0,0,194584.48,0,0,3,SILVER,851,31-40,High,New,Very High,2,0.28442553,0,Low Risk,0.5906809414133045,0.9729589832577705,0.2,0.851,0.6532600715426531,127114.27132588996,36154.54399243005
611,France,Male,30,2,104145.65,1,0,0,159629.64,0,0,2,SILVER,741,18-30,High,New,Very High,2,0.06589128,0,Low Risk,0.41509144210703236,0.7981782115007524,0.2,0.741,0.5195900402930387,82941.97107956327,5465.152640155406
532,Germany,Male,24,8,142755.25,1,0,0,34231.48,0,0,1,DIAMOND,699,18-30,High,Long,Low,2,0.25036326,0,Low Risk,0.5689770296776672,0.1711638357602246,0.8,0.699,0.5088399625991343,17418.345002913018,4360.913638734012
684,Germany,Female,63,3,81245.79,1,1,0,69643.31,1,1,2,PLATINUM,870,60+,Medium,Medium,Medium,1,0.9014017,1,High Risk,0.3238198824072355,0.3482296434345931,0.3,0.87,0.38099684599327216,26533.88145453171,23917.685850713355
647,Germany,Female,33,3,168560.46,2,0,0,90270.16,0,0,2,DIAMOND,226,31-40,Very High,Medium,Medium,2,0.069670305,0,Low Risk,0.6718283905628775,0.4513677714282057,0.3,0.226,0.4867416876536127,43938.25002316164,3061.191280279929
583,France,Male,38,8,0.0,1,1,0,47848.56,0,0,1,PLATINUM,414,31-40,No Balance,Long,Low,2,0.21904708,0,Low Risk,0.0,0.2392517958675246,0.8,0.414,0.2731755387602574,13071.056156902501,2863.176683685515
774,Germany,Male,42,2,132193.94,2,1,1,162865.52,0,0,1,SILVER,851,41-50,High,New,Very High,0,0.08074993,0,Low Risk,0.5268830065625449,0.814358219869067,0.2,0.851,0.5801606685857381,94488.1689727639,7629.913030378857
677,France,Male,58,9,0.0,1,0,1,168650.4,0,0,5,GOLD,817,51-60,No Balance,Very Long,Very High,1,0.31918043,0,Medium Risk,0.0,0.8432837074674007,0.9,0.817,0.5146851122402202,86801.85005335802,27705.451824826338
542,Germany,Male,25,8,139330.1,1,0,0,54372.37,0,0,4,DIAMOND,629,18-30,High,Long,Medium,2,0.18741077,0,Low Risk,0.5553254709910307,0.27187207238992184,0.8,0.629,0.5265918101133888,28632.044738454922,5365.953551108286
613,Spain,Male,29,0,0.0,2,0,1,133897.32,0,0,5,SILVER,291,18-30,No Balance,New,High,3,0.0146919,0,Low Risk,0.0,0.669511773642689,0.0,0.291,0.22995353209280667,30790.161671760805,452.36597626534257
666,France,Male,40,5,0.0,2,1,0,147878.05,0,0,2,PLATINUM,608,31-40,No Balance,Medium,High,3,0.022609144,0,Low Risk,0.0,0.7394180521187596,0.5,0.608,0.38262541563562785,56581.90034463615,1279.2683326855285
777,France,Female,28,2,134571.5,1,0,1,118313.38,0,0,2,DIAMOND,543,18-30,High,New,High,0,0.057483837,0,Low Risk,0.5363592046475922,0.591589143751805,0.2,0.543,0.4863204249845785,57538.21324296193,3307.517271329665
581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1,1,5,DIAMOND,805,41-50,High,New,Very High,2,0.47276777,0,Medium Risk,0.573257452856656,0.906155271438206,0.2,0.805,0.6216495625741243,112657.96952382811,53261.057024508176
705,France,Male,32,7,0.0,2,1,0,7921.57,0,0,3,DIAMOND,425,31-40,No Balance,Long,Low,3,0.016570738,0,Low Risk,0.0,0.03960933931115809,0.7,0.425,0.1943828017933474,1539.816971202127,25.515903597743993
673,France,Female,44,8,133444.97,1,0,1,5708.19,0,0,4,PLATINUM,276,41-50,High,Long,Low,0,0.2644801,0,Low Risk,0.5318692143092839,0.02854202318007157,0.8,0.276,0.4089102926777351,2334.1376435601205,617.332957382545
594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1,1,3,PLATINUM,729,18-30,High,Medium,Medium,2,0.070364,0,Low Risk,0.41751549403983107,0.28379327062697557,0.4,0.729,0.40504417880402516,22988.89803517423,1617.5908213469993
648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1,1,1,PLATINUM,244,51-60,High,New,Low,2,0.8520389,1,High Risk,0.46463024090777255,0.0206059747846519,0.2,0.244,0.2564338887985046,1056.7743130941894,900.4128232770288
605,France,Male,41,10,0.0,2,0,1,97213.09,0,0,5,DIAMOND,411,41-50,No Balance,Very Long,Medium,3,0.02078846,0,Low Risk,0.0,0.48608372674812567,1.0,0.411,0.38692511802443774,37614.186321770285,781.9410077826687
734,France,Female,40,9,176914.8,1,1,1,12799.23,0,0,4,PLATINUM,720,31-40,Very High,Very Long,Low,0,0.21899141,0,Low Risk,0.7051261330845523,0.06399855634571859,0.9,0.72,0.5532500201375365,7081.174255244961,1550.716334611794
572,France,Female,36,8,68348.18,2,0,1,50400.32,0,0,1,SILVER,984,31-40,Medium,Long,Medium,3,0.052163366,0,Low Risk,0.27241411044619745,0.25201107561644315,0.8,0.984,0.442968966863412,22325.77767998536,1164.5877123557073
595,France,Female,33,9,0.0,2,1,1,41447.86,0,0,5,PLATINUM,706,31-40,No Balance,Very Long,Low,3,0.021709466,0,Low Risk,0.0,0.20724709249067763,0.9,0.706,0.3127741277472033,12963.818258488198,281.43757171282874
749,France,Male,42,2,56726.83,2,0,1,185543.35,0,0,2,SILVER,937,41-50,Medium,New,Very High,3,0.15110147,0,Low Risk,0.22609510498864302,0.9277516334614181,0.2,0.937,0.5024635320338827,93228.76698639891,14087.003737932344
573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1,1,4,GOLD,521,41-50,Medium,Medium,Very High,0,0.29244846,0,Low Risk,0.26014239486637786,0.9499789692092422,0.3,0.521,0.5011506487093238,95212.93519490867,27844.876269830842
624,Spain,Male,33,6,66220.17,1,0,1,170819.01,0,0,5,GOLD,413,31-40,Medium,Long,Very High,0,0.06331812,0,Low Risk,0.26393253930310906,0.8541271651814109,0.6,0.413,0.5231111652756668,89357.33137233579,5657.938230713323
703,France,Male,56,9,0.0,1,0,0,85547.33,1,1,3,SILVER,623,51-60,No Balance,Very Long,Medium,1,0.9153509,1,High Risk,0.0,0.4277527335027797,0.9,0.623,0.37062582005083394,31706.04933440931,29022.16079369596
665,France,Female,41,8,96147.55,1,1,0,137037.97,0,0,3,PLATINUM,280,41-50,Medium,Long,High,2,0.29183507,0,Low Risk,0.38321355893940845,0.6852156141070904,0.8,0.28,0.5468501078078906,74939.22866827447,21869.895044151886
648,France,Male,42,4,0.0,2,1,0,19283.14,0,0,2,GOLD,759,41-50,No Balance,Medium,Low,3,0.023487568,0,Low Risk,0.0,0.09641932536663378,0.4,0.759,0.18482579760999016,3564.0217309251057,83.71020275858112
850,Spain,Male,48,2,0.0,1,1,0,169425.3,1,1,1,GOLD,761,41-50,No Balance,New,Very High,2,0.6870971,1,Medium Risk,0.0,0.8471583531540785,0.2,0.761,0.3702475059462235,62729.2947691907,43101.1165209561
569,Germany,Female,32,8,145330.43,1,1,1,132038.65,0,0,2,PLATINUM,379,31-40,High,Long,High,0,0.21402039,0,Low Risk,0.5792408782386506,0.6602180741995899,0.8,0.379,0.6276617735553373,82875.61323685243,17737.07106644032
566,France,Female,21,3,0.0,2,1,1,3626.47,0,0,4,DIAMOND,541,18-30,No Balance,Medium,Low,3,0.014548391,0,Low Risk,0.0,0.018133031801995752,0.3,0.541,0.11953990954059873,433.50789575169506,6.306842368982899
537,Germany,Female,47,4,124192.28,2,1,1,50881.51,0,0,5,SILVER,666,41-50,High,Medium,Medium,0,0.32800227,0,Medium Risk,0.4949909343670173,0.25441711608356476,0.4,0.666,0.4209215085718764,21417.121947615015,7024.864615684545
706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1,1,2,DIAMOND,862,41-50,High,Long,High,0,0.61040866,1,Medium Risk,0.4435592953298289,0.7458792950614943,0.7,0.862,0.6273875066503798,93587.55121391382,57126.65172916651
734,France,Male,43,7,107805.67,1,0,0,182505.68,0,0,2,DIAMOND,327,41-50,High,Long,Very High,2,0.34838766,0,Medium Risk,0.42967911792393476,0.9125627123579846,0.7,0.327,0.6183404608769693,112850.64628386467,39315.77258832331
586,Germany,Female,36,5,103700.69,1,1,0,194072.56,1,1,1,PLATINUM,791,31-40,High,Medium,Very High,2,0.4277426,0,Medium Risk,0.41331797304634726,0.9703992870131917,0.5,0.791,0.6355469753224965,123342.22850109372,52758.72550885193
612,France,Female,38,1,0.0,2,1,1,9209.21,0,0,2,SILVER,673,31-40,No Balance,New,Low,3,0.050358642,0,Low Risk,0.0,0.04604778139658051,0.1,0.673,0.10111433441897416,931.183139674561,46.89311836730721
648,France,Male,34,0,0.0,1,1,1,167931.81,0,0,1,PLATINUM,445,31-40,No Balance,New,Very High,0,0.0811893,0,Low Risk,0.0,0.839690622367401,0.0,0.445,0.29640718671022026,49776.19536125523,4041.2944580435596
557,France,Female,27,3,87739.08,1,1,1,123096.56,0,0,2,SILVER,490,18-30,Medium,Medium,High,0,0.052801844,0,Low Risk,0.34970007145132115,0.6155059430234576,0.3,0.49,0.43353181148756575,53366.27464468782,2817.8377086499618
643,Spain,Female,20,0,133313.34,1,1,1,3965.69,0,0,2,DIAMOND,948,18-30,High,New,Low,0,0.09093858,0,Low Risk,0.5313445789882258,0.019829195577753724,0.0,0.948,0.3132865902686165,1242.3974981623498,112.98186427843672
433,France,Female,49,10,0.0,1,1,1,87711.61,0,0,1,PLATINUM,682,41-50,No Balance,Very Long,Medium,1,0.5086306,1,Medium Risk,0.0,0.43857454040271915,1.0,0.682,0.3997723621208158,35064.677515119765,17834.967963321877
643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0,0,3,PLATINUM,654,41-50,Very High,Long,Low,0,0.260595,0,Low Risk,0.617392743005736,0.24834573779974126,0.7,0.654,0.5268608185422168,26167.74379556547,6819.183194405385
488,France,Female,36,0,0.0,2,1,0,136675.22,0,0,2,SILVER,798,31-40,No Balance,New,High,3,0.066996366,0,Low Risk,0.0,0.6834017959075261,0.0,0.798,0.2848205387722579,38927.909797216875,2608.0284923893278
758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1,1,4,GOLD,843,60+,High,Long,Low,1,0.7883834,1,High Risk,0.44877125210478885,0.17933394295625515,0.6,0.843,0.4376086837287921,15695.02798975397,12373.699529657399
743,Germany,Male,39,3,119695.75,1,0,1,26136.13,0,0,4,GOLD,837,31-40,High,Medium,Low,0,0.30202368,0,Medium Risk,0.4770691957041204,0.13068556377719803,0.3,0.837,0.37373334741480757,9767.943353368575,2950.1501976159175
730,France,Female,47,7,0.0,1,1,0,33373.26,1,1,2,PLATINUM,504,41-50,No Balance,Long,Low,2,0.74548966,1,High Risk,0.0,0.16687257440879777,0.7,0.504,0.24046177232263932,8024.993247784247,5982.549487792974
746,Spain,Male,49,7,0.0,2,0,1,10096.25,0,0,3,DIAMOND,479,41-50,No Balance,Long,Low,3,0.060705792,0,Low Risk,0.0,0.050483148166371054,0.7,0.479,0.2030449444499113,2049.992520402417,124.44641954510489
666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0,0,1,DIAMOND,656,51-60,Very High,Long,Very High,1,0.2485269,0,Low Risk,0.6082729047478999,0.9439469924069144,0.8,0.656,0.7520932596212343,141981.89536579372,35286.320311385076
580,Germany,Female,33,7,131647.01,2,0,0,79775.19,0,0,2,PLATINUM,769,31-40,High,Long,Medium,2,0.07641424,0,Low Risk,0.5247031175087862,0.39889094829965605,0.7,0.769,0.5464485314934112,43593.03542510787,3331.1286713026943
850,France,Male,27,6,96654.72,2,0,0,152740.16,0,0,2,PLATINUM,613,18-30,Medium,Long,Very High,2,0.035747383,0,Low Risk,0.3852349772770291,0.7637295162298102,0.6,0.613,0.5645128457797547,86223.78238645506,3082.274572677263
563,France,Male,22,3,137583.04,1,0,1,5791.85,0,0,2,SILVER,628,18-30,High,Medium,Low,0,0.056218427,0,Low Risk,0.5483622454041002,0.02896033890874297,0.3,0.628,0.35083299983426297,2031.972110090076,114.23427573713491
766,Germany,Female,28,3,62717.84,2,1,1,13182.43,0,0,1,GOLD,808,18-30,Medium,Medium,Low,0,0.047842912,0,Low Risk,0.24997336568006556,0.06591462839002746,0.3,0.808,0.2605637347890345,3434.863194395012,164.33385754147946
659,France,Male,32,9,95377.13,1,0,1,187551.24,0,0,2,SILVER,846,31-40,Medium,Very Long,Very High,0,0.05845108,0,Low Risk,0.3801429098164916,0.937791460958932,0.9,0.846,0.6979946022142763,130909.75315859426,7651.816454653246
607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0,0,2,SILVER,571,18-30,High,New,High,0,0.049274012,0,Low Risk,0.5417980662985518,0.5528214860878768,0.1,0.571,0.45966567234578376,50820.70108774398,2504.13983524591
644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0,0,4,PLATINUM,712,31-40,Very High,Medium,Medium,3,0.9194073,1,High Risk,0.644050777748049,0.3189900940275354,0.5,0.712,0.5245173393074802,33461.908861871074,30765.12327953896
746,France,Male,47,8,142382.03,1,1,1,62086.62,0,0,3,PLATINUM,681,41-50,High,Long,Medium,0,0.22090729,0,Low Risk,0.5674894934433339,0.3104447727234544,0.8,0.681,0.5482292291943699,34037.69982588375,7519.1760263694505
588,Spain,Male,33,2,0.0,2,1,1,12483.56,0,0,1,PLATINUM,469,31-40,No Balance,New,Low,3,0.015899377,0,Low Risk,0.0,0.0624201469975271,0.2,0.469,0.10562604409925813,1318.589059075735,20.96474455832038
691,Spain,Male,30,9,0.0,2,0,1,10963.04,0,0,1,PLATINUM,269,18-30,No Balance,Very Long,Low,3,0.01448463,0,Low Risk,0.0,0.054817261129018455,0.9,0.269,0.22334517833870557,2448.5421239343627,35.466226704603386
666,France,Female,38,6,127043.09,1,1,1,8247.0,0,0,3,DIAMOND,965,31-40,High,Long,Low,0,0.13421224,0,Low Risk,0.5063533564564002,0.041236550494298585,0.6,0.965,0.4314123077308497,3557.8573018563175,477.5079980824926
640,Spain,Female,46,3,0.0,1,1,1,156260.08,0,0,1,GOLD,777,41-50,No Balance,Medium,Very High,1,0.52382857,1,Medium Risk,0.0,0.7813297779996526,0.3,0.777,0.37209893339989575,58144.20910098238,30457.59790714859
611,Germany,Female,29,4,78885.88,2,1,1,26927.69,0,0,3,SILVER,914,18-30,Medium,Medium,Low,0,0.042372204,0,Low Risk,0.3144140316094077,0.1346435125960736,0.4,0.914,0.33755866642258514,9089.675126240782,385.1495687428001
651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1,1,2,GOLD,591,41-50,Medium,Long,Medium,2,0.4450739,0,Medium Risk,0.38231817547913577,0.4239280396942925,0.8,0.591,0.49920568209994204,42323.86580618377,18837.248017434857
529,France,Female,29,8,0.0,2,1,0,19842.11,0,0,3,SILVER,476,18-30,No Balance,Long,Low,3,0.027944185,0,Low Risk,0.0,0.09921428045694518,0.8,0.476,0.23736428413708358,4709.808235919268,131.61175265905166
676,France,Female,36,3,91711.59,1,1,1,95393.43,0,0,5,PLATINUM,270,31-40,Medium,Medium,Medium,0,0.094857164,0,Low Risk,0.3655332330349745,0.4769850846391824,0.3,0.27,0.37630881860574455,35897.38894604979,3405.1245104272316
639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0,0,5,SILVER,661,41-50,High,Very Long,High,0,0.35014683,0,Medium Risk,0.4385489343501977,0.6700031421181436,1.0,0.661,0.6425205163755223,86094.91567884278,30145.861804064098
782,France,Male,36,5,81210.72,2,0,1,108003.38,0,0,2,SILVER,942,31-40,Medium,Medium,High,0,0.032357745,0,Low Risk,0.32368010453965596,0.540037205398923,0.5,0.942,0.4856832034355392,52455.42758026585,1697.3393495082096
641,Germany,Male,32,5,122947.92,1,1,1,99154.86,0,0,1,SILVER,977,31-40,High,Medium,Medium,0,0.14469,0,Low Risk,0.49003131111918785,0.4957929418146122,0.5,0.977,0.5424504069920588,53786.59416224062,7782.382309334595
697,France,Female,38,1,182065.85,1,1,0,49503.5,0,0,1,GOLD,605,31-40,Very High,New,Low,2,0.2803835,0,Low Risk,0.7256565803270962,0.2475268070079435,0.1,0.605,0.44502067423322156,22030.080946904283,6176.871201176337
623,France,Male,45,0,0.0,1,1,0,196533.72,1,1,2,SILVER,679,41-50,No Balance,New,Very High,2,0.6743817,1,Medium Risk,0.0,0.9827055497286697,0.0,0.679,0.3627116649186009,71285.07279384614,48073.3485753377
494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1,1,4,SILVER,997,41-50,Medium,New,Very High,2,0.21510425,0,Low Risk,0.27889674249811947,0.9421660754444366,0.2,0.997,0.5339085196325788,100602.31612839585,21639.985759061492
731,France,Female,38,10,123711.73,2,1,0,171340.68,1,1,1,DIAMOND,361,31-40,High,Very Long,Very High,2,0.17545103,0,Low Risk,0.4930756148841149,0.8567356132590584,1.0,0.361,0.6903509299313635,118285.19777307217,20753.25978303922
657,France,Male,44,6,76495.04,1,1,0,79071.89,0,0,4,SILVER,721,41-50,Medium,Long,Medium,2,0.29608494,0,Low Risk,0.3048849036674611,0.39537431607428436,0.6,0.721,0.43266625628926975,34211.73862401694,10129.58057778774
744,France,Female,38,9,0.0,2,0,0,20940.76,0,0,5,PLATINUM,629,31-40,No Balance,Very Long,Low,3,0.047578525,0,Low Risk,0.0,0.1047077370109116,0.9,0.629,0.2743123211032735,5744.308481266586,273.3057246836543
774,Spain,Male,46,9,0.0,2,1,1,34774.26,0,0,2,SILVER,919,41-50,No Balance,Very Long,Low,3,0.03102483,0,Low Risk,0.0,0.17387783780670155,0.9,0.919,0.3240633513420105,11269.063236038422,349.62077115734195
850,Germany,Female,45,1,121874.89,1,0,0,6865.41,1,1,3,DIAMOND,469,41-50,High,New,Low,2,0.74169904,1,High Risk,0.48575455476763496,0.03432834074561203,0.1,0.469,0.2715003241307376,1863.9610402904073,1382.4981141807964
551,France,Female,45,6,0.0,2,1,1,51143.43,0,0,1,GOLD,692,41-50,No Balance,Long,Medium,3,0.062209975,0,Low Risk,0.0,0.2557267653263763,0.6,0.692,0.2659180295979129,13599.960132478785,846.0531798425019
638,France,Male,36,6,188455.19,1,0,0,47031.4,1,1,2,DIAMOND,642,31-40,Very High,Long,Low,2,0.20238946,0,Low Risk,0.7511224577277571,0.23516584223566805,0.6,0.642,0.5551987357618032,26111.773821107672,5284.747803296118
792,France,Female,42,0,99045.93,2,1,0,47160.01,0,0,3,GOLD,758,41-50,Medium,New,Low,2,0.14913024,0,Low Risk,0.39476557992131384,0.23580891641525722,0.0,0.758,0.3044489068931027,14357.813493567794,2141.1841721710034
666,France,Female,36,8,0.0,1,0,1,158666.99,0,0,3,GOLD,507,31-40,No Balance,Long,Very High,0,0.22567886,0,Low Risk,0.0,0.7933647805157473,0.8,0.507,0.44870943415472425,71195.37530193328,16067.291135412459
716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0,0,2,GOLD,764,18-30,Very High,New,Medium,2,0.18975781,0,Low Risk,0.8201368930309514,0.327335607818854,0.2,0.764,0.5426554395580369,35524.75384781743,6741.099490950909
594,France,Female,31,0,79340.95,1,1,0,78255.86,0,0,5,PLATINUM,400,31-40,Medium,New,Medium,2,0.07649683,0,Low Risk,0.31622779591506656,0.3912940126548758,0.0,0.4,0.28387932216248934,22215.220492042663,1699.393945392304
600,Germany,Male,57,9,138456.03,2,1,1,103548.25,0,0,3,DIAMOND,956,51-60,High,Very Long,High,1,0.25502247,0,Low Risk,0.5518417059292878,0.5177607178029894,0.9,0.956,0.651664897712612,67478.75974456998,17208.599982596807
565,France,Male,49,7,0.0,2,1,1,89609.26,0,0,4,PLATINUM,579,41-50,No Balance,Long,Medium,3,0.046553124,0,Low Risk,0.0,0.4480631471743337,0.7,0.579,0.33231894415230007,29778.854669468936,1386.2987140057664
678,Germany,Male,48,2,101099.9,2,0,1,193476.04,0,0,1,PLATINUM,788,41-50,High,New,Very High,0,0.3281518,0,Medium Risk,0.40295205116946087,0.9674165748632149,0.2,0.788,0.5702057929267488,110321.15880052737,36202.08683847889
648,Spain,Female,31,5,0.0,2,1,1,5199.02,0,0,2,DIAMOND,980,31-40,No Balance,Medium,Low,3,0.029028485,0,Low Risk,0.0,0.025996077452512215,0.5,0.98,0.20579882323575366,1069.952197979148,31.059091329754725
642,France,Male,40,8,109219.83,1,1,0,52827.51,0,0,5,SILVER,520,31-40,High,Long,Medium,2,0.1948607,0,Low Risk,0.4353155099745877,0.2641474819453211,0.8,0.52,0.4653704485734314,24584.362025717433,4790.525993384717
706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1,1,1,DIAMOND,906,60+,High,New,Medium,1,0.19612792,0,Low Risk,0.49134168378882437,0.4325556640929699,0.1,0.906,0.4369033727434207,37795.584540883116,7412.769381187561
668,Spain,Male,43,10,113034.31,1,1,1,100423.88,0,0,5,PLATINUM,470,41-50,High,Very Long,High,0,0.12146433,0,Low Risk,0.45051881423250373,0.502138280399343,1.0,0.47,0.5778490098128045,58029.839619559905,7048.555589397299
635,Spain,Male,41,1,0.0,2,1,0,175611.5,0,0,2,GOLD,796,41-50,No Balance,New,Very High,3,0.020298349,0,Low Risk,0.0,0.8780905162034092,0.1,0.796,0.36302715486102277,63751.7432058765,1294.05513295126
